video_id,frame_path,label,source,manipulation_method,split
325,/content/FF++_Extract/Real/325/f010_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f007_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f005_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f012_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f009_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f008_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f013_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f000_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f004_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f003_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f011_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f006_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f001_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f002_0.jpg,0,FF++,Real,train
325,/content/FF++_Extract/Real/325/f014_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f010_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f007_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f005_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f012_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f009_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f008_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f013_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f000_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f004_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f003_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f011_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f006_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f001_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f002_0.jpg,0,FF++,Real,train
290,/content/FF++_Extract/Real/290/f014_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f010_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f007_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f005_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f012_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f009_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f008_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f013_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f000_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f004_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f003_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f011_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f006_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f001_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f002_0.jpg,0,FF++,Real,train
385,/content/FF++_Extract/Real/385/f014_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f010_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f007_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f005_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f012_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f009_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f008_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f013_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f000_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f004_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f003_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f011_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f006_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f001_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f002_0.jpg,0,FF++,Real,train
506,/content/FF++_Extract/Real/506/f014_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f010_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f007_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f005_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f012_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f009_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f008_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f013_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f000_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f004_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f003_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f011_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f006_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f001_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f002_0.jpg,0,FF++,Real,train
540,/content/FF++_Extract/Real/540/f014_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f010_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f007_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f005_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f012_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f009_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f008_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f013_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f000_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f004_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f003_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f011_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f006_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f001_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f002_0.jpg,0,FF++,Real,train
715,/content/FF++_Extract/Real/715/f014_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f010_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f007_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f005_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f012_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f009_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f008_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f013_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f000_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f004_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f003_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f011_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f006_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f001_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f002_0.jpg,0,FF++,Real,train
632,/content/FF++_Extract/Real/632/f014_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f010_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f007_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f005_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f012_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f009_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f008_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f013_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f000_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f004_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f003_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f011_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f006_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f001_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f002_0.jpg,0,FF++,Real,train
844,/content/FF++_Extract/Real/844/f014_0.jpg,0,FF++,Real,train
